,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
2336,47134,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-01-28,1,NÃO,PTZHT,EXPERIMENTAL,AVIÃO,CHELBER VICENTINI LILISCHKIES,RV-7,ZZZZ,PISTÃO,MONOMOTOR,2.0,2011.0,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2,SIM
2337,48159,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-05-03,1,NÃO,PRPBH,PARTICULAR,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,0.0,0.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0,NÃO
2338,49520,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-08-10,1,NÃO,PRJFA,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1978.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0,NÃO
2339,49955,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-10-01,1,NÃO,PPPTW,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,52.0,1996.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,LEVE,0,NÃO
2340,50234,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-12-20,1,NÃO,PUZRM,EXPERIMENTAL,ULTRALEVE,SERGIO MAURO,CP-750 BERYL,ULAC,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
2341,50562,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-12-05,1,NÃO,PRAVQ,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2011.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,LEVE,0,NÃO
2342,51482,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-05-29,1,NÃO,PPGCW,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0,NÃO
2343,51544,INCIDENTE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-05-31,1,SIM,PPFLD,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,NÃO
2344,51569,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-05-04,1,NÃO,PPZDG,PARTICULAR,AVIÃO,FABRICANTE DESCONHECIDO,RV-10,ZZZZ,PISTÃO,MONOMOTOR,4.0,2009.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0,NÃO
2345,51828,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2011-10-13,1,NÃO,PTZMY,EXPERIMENTAL,AVIÃO,MARCELO FERNANDES,EXCEL,ZZZZ,PISTÃO,MONOMOTOR,3.0,2010.0,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
2346,51887,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2013-03-31,1,NÃO,PPMLR,PARTICULAR,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,8.0,2002.0,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0,NÃO
2347,52285,INCIDENTE GRAVE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-08-23,1,NÃO,PPXLI,EXPERIMENTAL,AVIÃO,FABRICANTE DESCONHECIDO,K-51,ZZZZ,PISTÃO,MONOMOTOR,1.0,1998.0,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
2348,52841,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-12-08,1,NÃO,PPZKV,PARTICULAR,AVIÃO,EMBRAER,EMB-402,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,SEM TRAÇÃO,0.0,0.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,NÃO
2349,52948,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2014-12-26,1,NÃO,PPFLD,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,POUSO,INSTRUÇÃO,LEVE,0,NÃO
2350,53121,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2015-02-19,1,NÃO,PRAVL,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A318-122,A318,JATO,BIMOTOR,129.0,2007.0,BRASIL,AVIÃO,REGULAR,PROFESSOR URBANO ERNESTO STUMPF,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2351,53317,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2015-05-21,1,NÃO,PPXRC,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,RV-7A,ULAC,PISTÃO,MONOMOTOR,2.0,2007.0,BRASIL,ULTRALEVE,EXPERIMENTAL,SANTOS DUMONT,SANTOS DUMONT,TÁXI,PRIVADA,NENHUM,0,NÃO
2352,53387,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2015-07-27,1,NÃO,PRCEV,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PA32,PISTÃO,MONOMOTOR,6.0,2001.0,BRASIL,AVIÃO,PARTICULAR,GUAXUPÉ,PROFESSOR URBANO ERNESTO STUMPF,POUSO,PRIVADA,LEVE,0,NÃO
2353,53402,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2015-07-10,1,NÃO,PRAUJ,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,0.0,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2354,60944,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2016-03-25,1,NÃO,PTVJC,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1988.0,BRASIL,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,DECOLAGEM,INSTRUÇÃO,LEVE,0,NÃO
2355,65569,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2016-08-27,1,NÃO,PTDTW,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,172L,C172,PISTÃO,MONOMOTOR,4.0,1971.0,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,0,NÃO
2356,65936,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2016-11-04,1,NÃO,PPMAX,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,6.0,2004.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,PRIVADA,NENHUM,0,NÃO
2357,66050,INCIDENTE GRAVE,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2016-11-28,1,SIM,PTPMC,OPERADOR DESCONHECIDO,AVIÃO,AEROMOT,AMT-100,RF10,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,DECOLAGEM,PRIVADA,LEVE,0,NÃO
2358,66129,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2016-12-15,1,NÃO,PTYZG,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,7.0,1998.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,BASE AÉREA DE TAUBATÉ,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,POLICIAL,LEVE,0,NÃO
2359,66271,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2017-01-13,1,NÃO,PRVJF,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,4.0,1982.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0,NÃO
2360,66760,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2017-05-12,1,NÃO,PPKSL,PARTICULAR,HELICÓPTERO,BELL HELICOPTER,429,B429,TURBOEIXO,BIMOTOR,9.0,ANO FAB DESCONHECIDO,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,HBR,ARREMETIDA NO AR,PRIVADA,NENHUM,0,NÃO
2361,77454,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2017-10-07,1,NÃO,PPGEM,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,AVIÃO,INSTRUÇÃO,RESENDE,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
2362,77535,INCIDENTE,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2017-09-11,1,NÃO,PPNIK,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,A185E,C185,PISTÃO,MONOMOTOR,6.0,1969.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,PROFESSOR URBANO ERNESTO STUMPF,POUSO,PRIVADA,LEVE,0,NÃO
2363,77536,INCIDENTE,F.O.D.,OUTROS | F.O.D.,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2017-09-11,1,NÃO,PREGT,PARTICULAR,AVIÃO,EMBRAER,ERJ-170-200,E75L,JATO,BIMOTOR,0.0,0.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ESPECIALIZADA,PRIVADA,LEVE,0,NÃO
2364,77769,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2018-03-24,1,NÃO,PRLSC,INSTRUÇÃO,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,SEM TRAÇÃO,0.0,0.0,BRASIL,REGISTRO CATEG DESCONHECIDO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,INSTRUÇÃO,NENHUM,0,NÃO
2365,78075,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2018-07-25,1,NÃO,PTNTH,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ESTACIONAMENTO,INSTRUÇÃO,LEVE,0,NÃO
2366,78310,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2018-11-16,1,NÃO,PRJFA,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1978.0,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ARREMETIDA NO SOLO,INSTRUÇÃO,LEVE,0,NÃO
2367,78444,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2019-01-16,1,NÃO,PPABP,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,4.0,2009.0,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,SUBIDA,INSTRUÇÃO,NENHUM,0,NÃO
2368,78576,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2019-03-08,1,NÃO,PTNKH,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,4.0,1977.0,BRASIL,AVIÃO,INSTRUÇÃO,HERCÍLIO LUZ,CAMPO DE MARTE,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,NENHUM,0,NÃO
2369,78873,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2019-07-22,1,NÃO,PTFTO,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,182S,C182,PISTÃO,MONOMOTOR,4.0,2000.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,PRIVADA,LEVE,0,NÃO
2370,78983,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2019-10-19,1,NÃO,PRAUJ,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,0.0,BRASIL,AVIÃO,REGULAR,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,DECOLAGEM,TIPO OP DESCONHECIDO,NENHUM,0,NÃO
2371,44734,ACIDENTE,INDETERMINADO,INDETERMINADO,VERA CRUZ,"-52.5011034071041,-29.7198575932216,58.206114",-52.5011034071041,-29.7198575932216,58.206114,SP,São Paulo,Localizado na Região Sudeste,2011-07-02,1,NÃO,PTWGG,OPERADOR DESCONHECIDO,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,VERA CRUZ,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,NÃO
2372,44734,ACIDENTE,INDETERMINADO,INDETERMINADO,VERA CRUZ,"-49.82178165457611,-22.2247483141804,650.274304",-49.82178165457611,-22.2247483141804,650.274304,SP,São Paulo,Localizado na Região Sudeste,2011-07-02,1,NÃO,PTWGG,OPERADOR DESCONHECIDO,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,VERA CRUZ,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,NÃO
2373,44734,ACIDENTE,INDETERMINADO,INDETERMINADO,VERA CRUZ,"-38.6191597463471,-12.9357333309137,5.917533",-38.6191597463471,-12.9357333309137,5.917533,SP,São Paulo,Localizado na Região Sudeste,2011-07-02,1,NÃO,PTWGG,OPERADOR DESCONHECIDO,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,VERA CRUZ,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,NÃO
2374,44734,ACIDENTE,INDETERMINADO,INDETERMINADO,VERA CRUZ,"-35.428109527209,-6.04560848159506,97.386948",-35.428109527209,-6.04560848159506,97.386948,SP,São Paulo,Localizado na Região Sudeste,2011-07-02,1,NÃO,PTWGG,OPERADOR DESCONHECIDO,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,VERA CRUZ,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,NÃO
2375,53201,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,VERA CRUZ,"-52.5011034071041,-29.7198575932216,58.206114",-52.5011034071041,-29.7198575932216,58.206114,SP,São Paulo,Localizado na Região Sudeste,2015-04-02,1,NÃO,PTNUY,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,AVIÃO,PARTICULAR,VERA CRUZ,DOUTOR RAMALHO FRANCO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,NÃO
